key,F001,F010_str,F245,normalized_title,normalized_edition,normalized_pub,source,match_key,F007_str,F020_str,F250_str,F260_str,id_list_str,key_array_str,F007_code,F007_desc,borrowdir_id
2013319839,9959586273503681,2013319839,"Ancient Indian coin and their technology / Bhagirathi Prasad, Devendra Bahadur Singh, Shailendra Kumar Singh.",ancient indian coin and their technology bhagirathi prasad devendra bahadur singh shailendra kumar singh,first edition,,penn,ancient indian coin and their technology bhagirathi prasad devendra bahadur singh shailendra kumar singh_first edition,ta,9789381539453; 9381539456,First edition.,,2013319839; 9789381539453; 9381539456,2013319839; 9789381539453; 9381539456,t,Text,['dc15cee2-a488-4738-be79-b506e8350062']
9788182747142,9959608493503681,,"Brahmand world defence update 2013 / foreword, Arjan Singh ; [consulting editors, Miranda M. Newmai, Ritu Mousumi Tripathy, Suman Chowdhury].",brahmand world defence update 2013 foreword arjan singh consulting editors miranda m newmai ritu mousumi tripathy suman chowdhury,second edition,,penn,brahmand world defence update 2013 foreword arjan singh consulting editors miranda m newmai ritu mousumi tripathy suman chowdhury_second edition,ta,9788182747142; 8182747147,Second edition.,,9788182747142; 8182747147,9788182747142; 8182747147,t,Text,['e27d5771-68a7-4c64-b2bc-e9104e3267d8']
contra.,9977327430803681,,Contra.,contra.,,,penn,contra.,ta,,,,,contra.,t,Text,"['6c134fcf-78ac-4104-aa23-9d3d28a18bd9', '0727953d-06a1-4c93-8cf6-68bd173787bb', '857bac57-d891-46f4-a178-1a27cd8f97d7', '82fb1f23-b3cc-43ae-87bf-2166e2840d21', '8769c2e1-b360-4e1a-a03f-0bd82d0955c2', 'd554a7dc-915f-434c-9e83-8aab9f6272b6', '016b4516-46d2-4091-a989-200f1e815dcc', '8b070448-3a5e-4e05-b642-65fa7b92e4e4', 'f0b1a943-f3ef-4d20-bdc0-416df5ec268b', 'f6abad29-7b83-4a51-a668-29bd92af62ae', 'dd0a0086-9c89-47d6-820d-d5d7236afee1', '9ce7ad6a-17a5-4312-83c4-3e78c4734385', 'af463c0f-ef2e-43ae-b7d3-a784bf0406ea', '0d36a92a-43d4-42bf-b381-7d398bd19a0d', 'ce60d0be-1e47-404b-97d1-68bbff1b639d', '686c2845-a6d4-42e0-a84a-72dae612d71b', 'e46d5c80-bc6b-4c7e-a748-322062783c04', 'e91f6a4b-b350-4600-8f28-0f7beeab8bb1', 'f2d9e915-9f23-463c-a41c-1775a38f957b', 'a2a3fbc0-26a4-4655-8891-e230ba52e021']"
0743262174 (paperback),9962252653503681,86009674,"Cry, the beloved country / Alan Paton.",cry the beloved country alan paton,first scribner trade paperback edition,,penn,cry the beloved country alan paton_first scribner trade paperback edition,ta,0743262174 (paperback); 9780743262170 (paperback); 9780743261951; 074326195X; 0329369407; 9780329369408; 0329557610; 9780329557614; 9780756940782; 0756940788,First Scribner trade paperback edition.,,86009674; 0743262174 (paperback); 9780743262170 (paperback); 9780743261951; 074326195X; 0329369407; 9780329369408; 0329557610; 9780329557614; 9780756940782; 0756940788,86009674; 0743262174 (paperback); 9780743262170 (paperback); 9780743261951; 074326195X; 0329369407; 9780329369408; 0329557610; 9780329557614; 9780756940782; 0756940788,t,Text,['702eabb8-e173-4d39-846d-b93a2b834f44']
9781501110375 (ebook),9978079430103681,2016025388,It ends with us / Colleen Hoover.,it ends with us colleen hoover,first atria paperback edition,,penn,it ends with us colleen hoover_first atria paperback edition,ta,1501110365 (trade paperback ; alkaline paper); 9781501110368 (trade paperback ; alkaline paper); 1501110373; 9781501110375; 9781501110375 (ebook),First Atria paperback edition.,,2016025388; 1501110365 (trade paperback ; alkaline paper); 9781501110368 (trade paperback ; alkaline paper); 1501110373; 9781501110375; 9781501110375 (ebook),2016025388; 1501110365 (trade paperback ; alkaline paper); 9781501110368 (trade paperback ; alkaline paper); 1501110373; 9781501110375; 9781501110375 (ebook),t,Text,"['3802a2ff-7ed7-4a42-a44c-354e10fa698b', '9475d126-2e03-432e-b400-25341403ba67', '5f7d5bd8-55e6-4241-93b3-b75ae9061e70', '4145d5e7-a631-40d7-99ac-b89792662ad4', '04b7f452-6d6c-400e-a4de-aca31d654741', '09e50a9f-b310-44b4-ad2f-f79be6a1397f', 'f77d35ef-f53c-4d8b-aeab-fb08a6980734']"
1941701620,9977146404603681,2016960226,"Josef Albers : midnight and noon / editors, Nicholas Fox Weber, Lucas Zwirner.",josef albers midnight and noon editors nicholas fox weber lucas zwirner,,,penn,josef albers midnight and noon editors nicholas fox weber lucas zwirner,ta,9781941701621; 1941701620,,,2016960226; 9781941701621; 1941701620,2016960226; 9781941701621; 1941701620,t,Text,"['7d5018d3-f1d5-42c5-b9eb-b832bc84304e', 'e850e754-1262-4ae1-a166-cfdcacbcddbc']"
jues jadavpur university essays and studies xxi edited by swapan chakravorty,9969778103503681,,"JUES : Jadavpur University essays and studies, XXI / edited by Swapan Chakravorty.",jues jadavpur university essays and studies xxi edited by swapan chakravorty,,,penn,jues jadavpur university essays and studies xxi edited by swapan chakravorty,ta,,,,,jues jadavpur university essays and studies xxi edited by swapan chakravorty,t,Text,['d953fcd6-3525-4382-a8ca-d4202b8ee333']
1501199129 (paperback),9977494652003681,2018044329,Looker : a novel / Laura Sims.,looker : a novel / laura sims.,first scribner hardcover edition,,penn,looker : a novel / laura sims._first scribner hardcover edition,ta,9781501199110 (hardcover); 1501199110 (hardcover); 9781501199127 (paperback); 1501199129 (paperback); 9781501199134 (ebook); 9781982117177 (paperback); 1982117176 (paperback),First Scribner hardcover edition.,,2018044329; 9781501199110 (hardcover); 1501199110 (hardcover); 9781501199127 (paperback); 1501199129 (paperback); 9781501199134 (ebook); 9781982117177 (paperback); 1982117176 (paperback),2018044329; 9781501199110 (hardcover); 1501199110 (hardcover); 9781501199127 (paperback); 1501199129 (paperback); 9781501199134 (ebook); 9781982117177 (paperback); 1982117176 (paperback),t,Text,['8c14edb1-ca37-4ba9-8bb9-f562717f6dcd']
9780571337538 paperback,9978094595803681,,Lullaby / Leïla Slimani ; translated from the French by Sam Taylor.,lullaby leila slimani translated from the french by sam taylor,,,penn,lullaby leila slimani translated from the french by sam taylor,ta,9780571337538 paperback; 0571337538 paperback,,,9780571337538 paperback; 0571337538 paperback,9780571337538 paperback; 0571337538 paperback,t,Text,['e69fb103-8f6f-4497-93b0-c511d0ed85a2']
978818604132X,9977129915903681,,Mahātmā Gāndhījīnuṃ Hinda Svarājya = Mahātmā Gāndhījī kā Hinda Svarājya = Mahatma Gandhi's Hind Swaraj / [edited by J.K. Bajaj and M.D. Srinivas].,mahātmā gāndhījīnuṃ hinda svarājya = mahātmā gāndhījī kā hinda svarājya = mahatma gandhi's hind swaraj / [edited by j.k. bajaj and m.d. srinivas].,,,penn,mahātmā gāndhījīnuṃ hinda svarājya = mahātmā gāndhījī kā hinda svarājya = mahatma gandhi's hind swaraj / [edited by j.k. bajaj and m.d. srinivas].,ta,978818604132X,,,978818604132X,978818604132X,t,Text,['db33ba3a-f0fa-4a61-861c-5ba951f4600d']
9781101870266 hardcover,9968864233503681,2015019901,"Ostend : Stefan Zweig, Joseph Roth, and the summer before the dark / Volker Weidermann ; translated from the German by Carol Brown Janeway.",ostend stefan zweig joseph roth and the summer before the dark volker weidermann translated from the german by carol brown janeway,first american edition,,penn,ostend stefan zweig joseph roth and the summer before the dark volker weidermann translated from the german by carol brown janeway_first american edition,tu,9781101870266 hardcover; 1101870265 hardcover,First American edition.,,2015019901; 9781101870266 hardcover; 1101870265 hardcover,2015019901; 9781101870266 hardcover; 1101870265 hardcover,t,Text,['5887c4a7-819a-47a5-8c5f-ac328e91d2ec']
9788171326686,9953999713503681,2011350797,Rural women in informal sector / S. Mookiah.,rural women in informal sector s mookiah,,,penn,rural women in informal sector s mookiah,ta,9788171326686; 8171326684,,,2011350797; 9788171326686; 8171326684,2011350797; 9788171326686; 8171326684,t,Text,['209570d1-344b-4ec7-9f60-bbd949dca479']
0735217203,9977251439903681,2017050288,Shoot first / Stuart Woods.,shoot first stuart woods,,,penn,shoot first stuart woods,ta,9780735217201; 0735217203,,,2017050288; 9780735217201; 0735217203,2017050288; 9780735217201; 0735217203,t,Text,"['a58560c7-9589-4df0-a90f-2c0282d14a6f', '8f310545-36f6-455e-b9fa-adf53baff658', '2a69305f-69e6-41bb-9d86-22f2b7e64df5', 'bf4ce792-968e-4ee2-a885-18ebca6c00b2', '90fcbb7f-3a10-4ed4-9cac-5cd26ce87d80', 'e5ed75ab-b242-4d05-be13-9bf95c2678ff', '28337857-fd2a-4c17-a792-e6dd84ccf961', 'bd7bb5df-2a69-4be2-9c2f-d4babedb4904', 'f5c4bfd7-3417-466e-959e-3d8f2235f1a7', '347d73bc-8771-48f8-b29e-3f6779bd4007', '4bf2950e-fd24-4413-813e-68500a8c96c0', '410099e8-076c-49bf-a0ec-7084a2015009', 'f3b19fac-4f9b-4568-ab0d-748fc5c9a5dd', '6649f8e4-4aa9-4049-b5a1-485202608359', 'b5f63791-5da5-4cfc-afc3-1ba2510e7d80', '8f3e3143-028c-4bb3-b92a-71cef2110082', '3159085d-ec37-4ce7-87bf-6bdc45e62fb9', '12785bc8-8618-4f14-96d1-453fbaa853da', 'dcd23323-31b7-4e4a-8f55-87f49ff21d51']"
9789381709184,9961276663503681,,Sikh gurdwaras / by Avtar Singh Sohal.,sikh gurdwaras by avtar singh sohal,,,penn,sikh gurdwaras by avtar singh sohal,ta,9789381709184; 9381709181,,,9789381709184; 9381709181,9789381709184; 9381709181,t,Text,['ae787541-1d85-4084-bd1b-40cd8205c3a9']
1911408062 (paperback),9977226121803681,2017430384,"Stanhope Forbes, father of the Newlyn School / Elizabeth Knowles.",stanhope forbes father of the newlyn school elizabeth knowles,,,penn,stanhope forbes father of the newlyn school elizabeth knowles,ta,9781911408062 (paperback); 1911408062 (paperback),,,2017430384; 9781911408062 (paperback); 1911408062 (paperback),2017430384; 9781911408062 (paperback); 1911408062 (paperback),t,Text,"['a509765a-55f0-457a-9d60-f242f1cb612a', '3acda33b-27ff-4f90-938d-0baf8bb5ee96']"
9788180698132,9954117543503681,,Thapa politics in Nepal : with special reference to Bhim Sen Thapa (1806-1839) / K.L. Pradhan.,thapa politics in nepal with special reference to bhim sen thapa 18061839 kl pradhan,,,penn,thapa politics in nepal with special reference to bhim sen thapa 18061839 kl pradhan,ta,9788180698132; 8180698130,,,9788180698132; 8180698130,9788180698132; 8180698130,t,Text,[]
1935677225,9960612233503681,2012944396,The architecture of Shivdatt Sharma / Vikramāditya Prakāsh ; foreword by Balkrishna V. Doshi.,the architecture of shivdatt sharma vikramaditya prakash foreword by balkrishna v doshi,,,penn,the architecture of shivdatt sharma vikramaditya prakash foreword by balkrishna v doshi,ta,9781935677222; 1935677225; 9788189995676; 8189995677,,,2012944396; 9781935677222; 1935677225; 9788189995676; 8189995677,2012944396; 9781935677222; 1935677225; 9788189995676; 8189995677,t,Text,['5926d9a3-cdcb-41eb-9e5d-3d8736b72320']
9780316324038,9978063523203681,2014025211,The lost boys symphony : a novel / Mark Andrew Ferguson.,the lost boys symphony a novel mark andrew ferguson,first edition,,penn,the lost boys symphony a novel mark andrew ferguson_first edition,ta,9780316323994 (hardback); 0316323993 (hardback); 9780316324038; 0316324035,First edition.,,2014025211; 9780316323994 (hardback); 0316323993 (hardback); 9780316324038; 0316324035,2014025211; 9780316323994 (hardback); 0316323993 (hardback); 9780316324038; 0316324035,t,Text,['ffbdd791-51c5-414c-b9b5-4c62b05a0bc2']
9780805055993,9978151566903681,97019106,The robber and me / Josef Holub ; translated from the German by Elizabeth D. Crawford.,the robber and me josef holub translated from the german by elizabeth d crawford,first american edition,,penn,the robber and me josef holub translated from the german by elizabeth d crawford_first american edition,ta,9780805055993; 0805055911 (alkaline paper); 0805055991,First American edition.,,97019106; 9780805055993; 0805055911 (alkaline paper); 0805055991,97019106; 9780805055993; 0805055911 (alkaline paper); 0805055991,t,Text,[]
9781416563808,9978071917403681,2009015875,Trial by fire / J.A. Jance.,trial by fire ja jance,first touchstone hardcover edition,,penn,trial by fire ja jance_first touchstone hardcover edition,ta,9781416563808; 1416563806; 9781416566366; 1416566368; 9781416563884 (ebook),First Touchstone hardcover edition.,,2009015875; 9781416563808; 1416563806; 9781416566366; 1416566368; 9781416563884 (ebook),2009015875; 9781416563808; 1416563806; 9781416566366; 1416566368; 9781416563884 (ebook),t,Text,['40026267-7ee2-407b-843d-2d22a7e02977']
2013498214,9963617233503681,2013498214,Tyanantar = Thereafter / Saniya ; translated from Marathi by Maya Pandit.,tyanantar thereafter saniya translated from marathi by maya pandit,first edition,,penn,tyanantar thereafter saniya translated from marathi by maya pandit_first edition,ta,9780198097457 (paperback); 019809745X (paperback),First Edition.,,2013498214; 9780198097457 (paperback); 019809745X (paperback),2013498214; 9780198097457 (paperback); 019809745X (paperback),t,Text,"['4ae49cbf-efbb-490e-aa20-e79bd6f94d4e', 'd90392b8-7c50-4f6c-907d-0ebe855a77e2']"
2013316288,9959433033503681,2013316288,Voyaging across times : reflections on Indo-South African cultural relations / Bishnupriya Padhi.,voyaging across times reflections on indosouth african cultural relations bishnupriya padhi,first edition,,penn,voyaging across times reflections on indosouth african cultural relations bishnupriya padhi_first edition,ta,9789378313127; 9378313124,First edition.,,2013316288; 9789378313127; 9378313124,2013316288; 9789378313127; 9378313124,t,Text,[]
(hbd.),9977940512603681,,880-01 Brahma-siddhānta = Brahma-siddhānta / by Madhu Sudan Ojha ; with the Siddhānta-prakāsikā commentary of Giridhar Sharma Chaturvedi.,880-01 brahma-siddhānta = brahma-siddhānta / by madhu sudan ojha ; with the siddhānta-prakāsikā commentary of giridhar sharma chaturvedi.,first edition,,penn,880-01 brahma-siddhānta = brahma-siddhānta / by madhu sudan ojha ; with the siddhānta-prakāsikā commentary of giridhar sharma chaturvedi._first edition,ta,(hbd.),First edition.,,(hbd.),(hbd.),t,Text,['0e59d730-bd82-42bc-a2b7-f2a41ddc3c84']
9789381640265,9978057721603681,,880-01 Haṭhāt̲a ghuma bheṅe- / Hiraṇa Mitra.,880-01 haṭhāt̲a ghuma bheṅe- / hiraṇa mitra.,,,penn,880-01 haṭhāt̲a ghuma bheṅe- / hiraṇa mitra.,ta,9789381640265,,,9789381640265,9789381640265,t,Text,['6d28d66c-7608-414d-85ec-994833945d45']
"880-01 jogapradīpakā / jayatarāmakr̥ta ; sampādaka, ema. ela. gharoṭe._880-02 prathamāvr̥tti.",9957563853503681,,"880-01 Jogapradīpakā / Jayatarāmakr̥ta ; sampādaka, Ema. Ela. Gharoṭe.","880-01 jogapradīpakā / jayatarāmakr̥ta ; sampādaka, ema. ela. gharoṭe.",880-02 prathamāvr̥tti.,,penn,"880-01 jogapradīpakā / jayatarāmakr̥ta ; sampādaka, ema. ela. gharoṭe._880-02 prathamāvr̥tti.",ta,,880-02 Prathamāvr̥tti.,,,"880-01 jogapradīpakā / jayatarāmakr̥ta ; sampādaka, ema. ela. gharoṭe._880-02 prathamāvr̥tti.",t,Text,[]
9788126443659 (paperback),9961600453503681,,880-01 Kiḷimaraṃ / Ṣīja Vakkaṃ.,880-01 kiḷimaraṃ / ṣīja vakkaṃ.,,,penn,880-01 kiḷimaraṃ / ṣīja vakkaṃ.,ta,8126443650 (paperback); 9788126443659 (paperback),,,8126443650 (paperback); 9788126443659 (paperback),8126443650 (paperback); 9788126443659 (paperback),t,Text,['9b2cf739-fa62-463e-b9b0-e2f46025b555']
9788181111821,9978046540803681,,"880-01 Mānaka Oṛiā, paścimī Oṛiā aura Chattīsagaṛhī ke vyākaraṇika saṃvargoṃ kā vyatirekī adhyayana / Arjuna Nāeka.","880-01 mānaka oṛiā, paścimī oṛiā aura chattīsagaṛhī ke vyākaraṇika saṃvargoṃ kā vyatirekī adhyayana / arjuna nāeka.",,,penn,"880-01 mānaka oṛiā, paścimī oṛiā aura chattīsagaṛhī ke vyākaraṇika saṃvargoṃ kā vyatirekī adhyayana / arjuna nāeka.",ta,9788181111821,,,9788181111821,9788181111821,t,Text,['d7ecf3a7-93ff-40ab-9901-33f788d19972']
(hbd.),9977866854303681,,"880-01 Tārīk̲h̲-i Firishtah men̲ mazkūr ʻirfāʼ, ʻalmāʼ aur shuʻrāʼ aḥvāl va kārnāmon̲ par ek tanqīdī naẓar (1206-1611ʼ) / Nikhat Fāt̤imah.","880-01 tārīk̲h̲-i firishtah men̲ mazkūr ʻirfāʼ, ʻalmāʼ aur shuʻrāʼ aḥvāl va kārnāmon̲ par ek tanqīdī naẓar (1206-1611ʼ) / nikhat fāt̤imah.",,,penn,"880-01 tārīk̲h̲-i firishtah men̲ mazkūr ʻirfāʼ, ʻalmāʼ aur shuʻrāʼ aḥvāl va kārnāmon̲ par ek tanqīdī naẓar (1206-1611ʼ) / nikhat fāt̤imah.",ta,(hbd.),,,(hbd.),(hbd.),t,Text,[]
9383260572 (paperback),9978094808103681,2014347544,A little mayhem / Mainak Dhar.,a little mayhem / mainak dhar.,,,penn,a little mayhem / mainak dhar.,ta,9789383260577 (paperback); 9383260572 (paperback),,,2014347544; 9789383260577 (paperback); 9383260572 (paperback),2014347544; 9789383260577 (paperback); 9383260572 (paperback),t,Text,['b2c73b77-d355-47c0-8ca1-52a72b974c76']
